Consumidor,NBO_1,NBO_2,NBO_3,NBO_4,NBO_5
9536,10,20,78,79,37
9537,79,18,16,37,46
9538,12,43,22,57,72
9539,56,67,43,62,9
9540,11,51,57,35,63
9541,32,7,8,30,58
9542,16,15,50,71,33
9543,16,23,8,5,17
9544,49,10,14,31,33
9545,34,16,3,14,29
9546,33,46,65,66,76
9547,74,18,60,4,16
9548,4,69,71,58,61
9549,12,65,41,21,24
9550,26,40,25,1,8
9551,9,66,3,23,40
9552,2,6,59,77,25
9553,62,9,32,67,3
9554,58,74,26,60,15
9555,20,12,33,5,42
9556,52,12,2,49,72
9557,69,28,57,42,11
9558,15,44,43,61,72
9559,29,79,31,41,2
9560,63,18,15,29,75
9561,61,50,58,46,14
9562,7,1,53,61,68
9563,33,61,17,23,28
9564,33,58,53,63,74
9565,76,33,59,60,68
9566,26,5,75,57,68
9567,31,73,34,63,10
9568,23,78,6,56,68
9569,70,45,51,62,76
9570,34,6,74,28,40
9571,61,13,23,26,40
9572,63,59,16,50,35
9573,21,38,49,74,3
9574,13,38,41,18,28
9575,23,74,78,55,1
9576,61,28,7,22,65
9577,18,50,17,26,57
9578,45,26,28,72,39
9579,32,46,57,71,26
9580,50,42,56,67,80
9581,50,25,37,69,72
9582,1,7,38,29,45
9583,37,16,44,5,10
9584,40,41,71,50,2
9585,6,23,56,14,34
9586,77,63,79,11,27
9587,66,43,2,4,27
9588,11,37,43,16,26
9589,68,25,40,42,51
9590,4,17,24,67,2
9591,51,56,66,35,48
9592,8,3,15,23,69
9593,42,13,18,53,15
9594,39,6,10,17,56
9595,33,52,73,32,67
9596,1,19,53,73,36
9597,71,67,42,1,6
9598,62,13,48,77,27
9599,32,7,33,51,62
9600,5,16,33,35,32
9601,6,66,34,37,43
9602,43,79,54,15,16
9603,80,34,45,52,36
9604,5,3,6,71,29
9605,5,58,73,11,18
9606,77,14,27,68,3
9607,15,78,77,5,28
9608,26,41,61,8,21
9609,79,77,17,30,45
9610,59,64,4,72,71
9611,12,61,80,10,22
9612,42,8,39,13,29
9613,57,76,8,10,12
9614,24,53,57,21,49
9615,53,49,54,2,8
9616,40,1,22,36,25
9617,5,53,19,23,24
9618,53,57,4,22,1
9619,63,3,42,35,23
9620,31,71,19,9,66
9621,43,52,57,68,6
9622,58,4,52,14,78
9623,10,13,59,71,4
9624,18,35,6,29,37
9625,29,33,50,21,30
9626,32,8,57,20,24
9627,25,42,3,60,65
9628,69,65,30,6,12
9629,43,50,54,67,78
9630,61,10,8,21,75
9631,53,34,38,5,6
9632,19,23,77,78,22
9633,7,9,6,23,31
9634,41,13,34,48,77
9635,6,25,34,21,26
9636,60,9,56,50,65
9637,14,50,66,20,25
9638,48,37,38,11,12
9639,5,6,16,38,51
9640,18,51,42,40,17
9641,44,33,64,74,56
9642,49,20,27,75,78
9643,41,37,46,53,51
9644,1,40,65,63,80
9645,71,18,27,40,60
9646,40,60,7,8,20
9647,10,66,23,61,73
9648,1,19,73,8,28
9649,59,61,42,49,67
9650,36,3,64,77,1
9651,32,56,17,21,34
9652,20,14,43,25,58
9653,55,28,41,49,59
9654,65,16,50,38,47
9655,9,27,72,67,12
9656,27,50,76,1,32
9657,49,64,56,6,68
9658,38,36,69,7,8
9659,16,80,3,79,1
9660,71,5,17,48,4
9661,10,2,29,45,51
9662,10,75,13,28,32
9663,39,27,34,36,59
9664,21,73,68,13,44
9665,20,47,18,26,30
9666,36,66,2,27,39
9667,17,3,53,62,36
9668,30,43,2,28,67
9669,46,58,36,64,54
9670,48,31,7,32,44
9671,60,69,73,35,37
9672,77,52,5,44,21
9673,18,1,78,37,7
9674,38,66,39,47,31
9675,76,75,18,78,19
9676,56,40,52,65,13
9677,59,39,25,37,44
9678,1,6,76,33,59
9679,37,11,23,26,63
9680,33,18,45,74,36
9681,23,36,79,9,18
9682,80,3,13,31,5
9683,34,2,45,16,30
9684,55,70,79,67,32
9685,61,21,40,55,3
9686,20,13,76,3,30
9687,5,13,27,53,11
9688,30,64,68,4,46
9689,14,3,15,28,75
9690,33,21,60,1,17
9691,21,69,34,48,3
9692,70,2,34,37,46
9693,50,13,35,16,30
9694,38,53,65,71,8
9695,21,20,35,17,23
9696,52,47,60,23,34
9697,6,1,31,79,28
9698,70,21,38,28,5
9699,28,39,55,75,68
9700,19,38,53,54,58
9701,78,26,44,6,16
9702,69,64,5,41,42
9703,10,14,29,58,75
9704,43,59,66,16,10
9705,8,15,28,59,79
9706,12,28,42,78,3
9707,25,39,79,10,32
9708,74,52,14,17,19
9709,14,15,57,79,69
9710,42,51,2,8,59
9711,60,9,36,37,4
9712,7,68,77,61,23
9713,58,16,70,71,9
9714,11,20,43,74,16
9715,39,28,29,48,78
9716,32,11,20,22,52
9717,47,7,25,65,18
9718,1,10,24,43,51
9719,3,19,33,10,32
9720,70,6,45,53,59
9721,42,74,4,17,19
9722,12,41,44,10,13
9723,9,37,54,58,69
9724,66,43,17,29,1
9725,45,44,52,53,56
9726,6,53,71,24,2
9727,76,15,39,73,8
9728,17,8,6,24,46
9729,10,28,54,79,26
9730,31,44,61,25,50
9731,49,61,19,72,78
9732,71,17,70,10,27
9733,39,77,9,42,3
9734,48,77,4,36,60
9735,6,32,15,80,48
9736,9,25,72,12,2
9737,65,46,7,8,9
9738,53,8,34,38,49
9739,7,52,78,79,13
9740,15,37,78,11,61
9741,61,50,23,54,28
9742,47,48,32,45,54
9743,19,79,49,27,67
9744,12,40,9,11,39
9745,52,72,25,16,27
9746,8,37,60,70,45
9747,25,8,40,17,39
9748,26,3,18,40,65
9749,39,14,26,27,32
9750,78,25,33,61,21
9751,13,44,9,77,14
9752,36,7,34,11,20
9753,41,29,24,57,3
9754,2,28,31,40,6
9755,17,28,6,12,29
9756,36,68,7,33,74
9757,34,17,38,58,4
9758,27,53,10,41,56
9759,15,60,77,51,1
9760,22,32,36,57,59
9761,5,9,73,13,41
9762,75,49,60,35,4
9763,74,68,49,58,79
9764,49,51,7,68,27
9765,4,6,56,53,3
9766,4,53,39,44,12
9767,9,15,28,37,44
9768,53,9,49,2,75
9769,46,70,26,28,23
9770,25,48,43,1,5
9771,24,11,75,20,14
9772,11,20,1,17,43
9773,30,41,65,59,61
9774,23,69,77,40,32
9775,21,36,63,72,66
9776,54,37,9,20,39
9777,61,73,55,58,42
9778,62,40,15,66,3
9779,26,59,41,2,5
9780,3,12,16,43,46
9781,14,7,34,68,64
9782,54,18,4,47,53
9783,11,12,39,5,80
9784,52,1,10,42,64
9785,37,72,7,15,20
9786,18,24,38,55,29
9787,42,39,60,63,31
9788,80,25,49,64,21
9789,28,58,31,11,54
9790,24,20,39,45,1
9791,2,53,18,48,62
9792,78,68,35,71,79
9793,42,11,27,40,45
9794,17,51,64,18,41
9795,34,5,17,41,10
9796,32,21,16,28,39
9797,2,29,15,11,13
9798,6,15,31,28,52
9799,10,6,13,42,55
9800,2,27,37,6,8
9801,43,61,70,80,35
9802,10,64,79,13,15
9803,30,79,68,75,17
9804,17,13,15,59,6
9805,60,67,28,34,77
9806,66,35,51,6,57
9807,26,20,54,8,13
9808,47,23,27,42,50
9809,54,69,78,17,29
9810,76,61,20,12,77
9811,49,79,4,12,15
9812,44,28,54,4,11
9813,16,13,55,56,36
9814,25,3,28,33,57
9815,39,41,55,75,8
9816,15,22,24,3,4
9817,29,39,77,7,1
9818,1,37,13,18,25
9819,18,42,76,28,39
9820,55,29,9,18,22
9821,76,53,16,31,33
9822,49,70,25,44,62
9823,39,6,12,20,28
9824,23,36,47,34,39
9825,55,13,15,20,35
9826,70,10,11,27,77
9827,14,20,32,26,31
9828,14,63,67,68,69
9829,22,78,21,71,18
9830,17,5,20,36,58
9831,2,16,48,15,71
9832,67,6,35,59,20
9833,7,36,21,37,34
9834,62,12,17,24,29
9835,17,69,4,71,45
9836,52,27,46,50,78
9837,53,62,65,24,46
9838,3,18,9,37,65
9839,55,28,45,77,32
9840,29,43,66,67,77
9841,62,6,69,16,22
9842,28,61,4,8,24
9843,10,61,40,62,11
9844,51,1,8,12,19
9845,51,14,13,57,4
9846,41,56,54,58,14
9847,1,45,58,72,14
9848,40,45,24,39,9
9849,1,42,45,10,74
9850,31,54,16,12,30
9851,79,23,65,15,22
9852,25,72,16,19,59
9853,14,4,23,30,61
9854,55,75,2,4,29
9855,65,62,24,37,38
9856,1,6,26,57,80
9857,45,64,58,4,34
9858,32,46,24,40,58
9859,33,18,64,13,28
9860,54,9,27,40,46
9861,49,57,80,27,36
9862,61,19,15,58,52
9863,40,35,25,77,2
9864,25,3,40,27,35
9865,20,37,65,21,47
9866,15,18,33,44,17
9867,37,24,58,30,67
9868,76,14,17,66,5
9869,64,27,43,50,56
9870,4,2,24,34,42
9871,75,24,39,72,21
9872,28,19,30,55,68
9873,76,36,65,30,11
9874,40,71,31,38,13
9875,21,8,20,25,48
9876,22,35,45,9,7
9877,34,40,50,49,13
9878,7,14,54,6,19
9879,49,3,38,68,13
9880,65,4,2,18,52
9881,50,1,17,6,28
9882,24,32,42,72,3
9883,24,11,51,61,67
9884,36,40,5,48,14
9885,49,12,11,26,65
9886,66,3,27,76,20
9887,63,8,24,31,32
9888,11,64,6,35,5
9889,70,43,48,7,40
9890,25,22,29,52,71
9891,37,7,3,11,14
9892,51,58,16,26,6
9893,39,62,35,50,7
9894,15,3,7,25,52
9895,20,50,78,12,65
9896,18,53,31,5,37
9897,50,16,46,65,67
9898,32,47,70,14,22
9899,58,1,24,37,33
9900,11,5,20,28,4
9901,14,27,31,45,49
9902,34,44,25,17,29
9903,34,13,38,54,66
9904,15,11,36,41,80
9905,62,69,6,9,16
9906,43,69,10,29,32
9907,48,28,32,11,27
9908,16,20,61,22,48
9909,7,53,52,14,39
9910,45,34,39,47,56
9911,30,12,9,26,77
9912,35,41,71,12,17
9913,9,37,43,59,70
9914,68,25,51,64,49
9915,73,9,59,77,64
9916,40,3,19,25,44
9917,31,12,37,48,67
9918,49,18,19,20,42
9919,39,4,14,21,32
9920,14,28,15,41,59
9921,34,62,63,32,65
9922,56,59,32,64,15
9923,14,40,46,64,35
9924,24,26,7,10,38
9925,29,33,46,70,75
9926,28,29,21,78,38
9927,66,80,4,29,45
9928,79,20,3,4,6
9929,32,41,68,36,58
9930,49,78,6,30,17
9931,58,46,4,16,22
9932,38,13,6,52,60
9933,24,79,54,12,18
9934,17,27,16,45,35
9935,8,55,13,44,58
9936,40,37,44,58,10
9937,75,25,36,3,22
9938,36,45,8,20,59
9939,20,37,51,17,8
9940,80,35,42,61,62
9941,41,17,76,7,28
9942,71,25,57,66,44
9943,10,27,34,35,29
9944,32,28,67,61,5
9945,39,17,29,41,49
9946,20,46,43,11,15
9947,44,40,37,45,62
9948,39,1,40,52,13
9949,59,41,4,5,11
9950,2,9,38,57,60
9951,39,66,35,4,25
9952,35,60,69,11,13
9953,23,68,79,42,10
9954,63,71,72,1,3
9955,44,60,66,71,2
9956,14,25,56,58,20
9957,78,16,38,39,54
9958,1,27,63,69,77
9959,9,56,73,1,44
9960,63,53,25,26,54
9961,54,9,43,45,47
9962,10,29,60,3,14
9963,47,1,2,42,73
9964,13,18,21,27,39
9965,9,29,50,18,71
9966,68,70,64,14,18
9967,65,61,3,17,39
9968,21,24,58,32,34
9969,43,60,61,2,32
9970,55,6,70,11,28
9971,74,54,38,60,71
9972,78,30,75,48,60
9973,30,31,5,8,19
9974,47,50,51,26,14
9975,38,75,49,28,51
9976,20,60,49,15,28
9977,67,55,72,80,21
9978,6,3,31,55,63
9979,32,48,6,7,11
9980,6,56,78,4,18
9981,80,12,56,21,24
9982,7,32,11,12,16
9983,34,68,14,12,49
9984,37,78,62,79,6
9985,23,17,15,25,41
9986,62,3,12,26,33
9987,30,17,41,39,34
9988,67,21,49,8,12
9989,65,15,52,1,22
9990,12,36,63,29,1
9991,48,77,16,23,50
9992,26,20,3,25,23
9993,30,57,61,35,14
9994,47,54,53,65,73
9995,57,21,39,20,71
9996,4,36,47,51,70
9997,78,74,27,28,80
9998,44,20,42,75,15
9999,12,20,33,41,76
10000,21,63,25,50,35
10001,38,40,19,46,48
10002,4,35,49,22,25
10003,57,24,66,74,54
10004,33,66,2,3,8
10005,68,4,16,10,24
10006,45,17,64,75,3
10007,80,19,28,9,22
10008,3,11,16,25,39
10009,70,14,52,16,10
10010,55,26,59,69,46
10011,23,28,52,79,9
10012,29,27,61,7,33
10013,10,22,36,52,18
10014,73,19,26,42,63
10015,36,12,33,9,24
10016,51,15,7,8,39
10017,51,11,71,80,15
10018,24,54,75,14,32
10019,14,40,69,10,15
10020,9,38,21,40,4
10021,56,40,52,2,3
10022,59,67,32,37,53
10023,69,77,38,45,7
10024,40,44,62,30,49
10025,23,37,42,63,4
10026,56,67,21,1,36
10027,25,80,1,30,76
10028,48,2,4,37,38
10029,53,58,22,42,56
10030,43,56,8,20,37
10031,43,4,47,58,1
10032,22,27,4,64,21
10033,60,35,31,8,17
10034,19,28,35,58,3
10035,75,52,12,40,47
10036,14,76,27,39,3
10037,46,70,65,50,12
10038,54,17,5,26,71
10039,31,33,13,11,38
10040,1,67,9,54,39
10041,6,21,64,7,13
10042,41,27,9,20,31
10043,30,61,38,4,13
10044,31,45,62,54,29
10045,5,73,19,40,2
10046,69,36,39,46,6
10047,52,27,47,53,71
10048,36,63,65,1,35
10049,17,18,35,50,79
10050,58,31,7,8,25
10051,12,26,68,77,3
10052,32,4,34,56,57
10053,4,15,11,26,32
10054,32,34,14,16,2
10055,12,15,14,20,28
10056,63,76,49,55,75
10057,41,38,14,59,74
10058,1,76,11,37,73
10059,44,45,25,58,2
10060,34,44,70,17,23
10061,11,23,33,15,28
10062,28,4,2,17,23
10063,5,19,39,45,10
10064,19,39,18,13,46
10065,33,60,73,79,16
10066,46,20,3,33,70
10067,22,57,68,41,42
10068,22,60,33,13,38
10069,10,54,39,63,40
10070,10,57,68,31,39
10071,3,38,62,10,25
10072,80,38,72,20,49
10073,26,15,41,48,60
10074,51,4,47,10,35
10075,15,10,8,4,5
10076,35,26,50,54,60
10077,57,48,19,49,50
10078,55,8,15,39,46
10079,66,21,23,28,43
10080,10,73,29,23,51
10081,10,7,22,31,36
10082,27,38,39,56,70
10083,1,38,60,30,11
10084,46,7,32,34,33
10085,44,36,79,6,46
10086,15,49,9,22,13
10087,28,54,56,4,64
10088,78,39,61,42,44
10089,17,41,53,37,48
10090,58,5,55,28,22
10091,19,32,27,75,31
10092,8,35,76,46,1
10093,33,26,62,75,68
10094,17,31,57,11,25
10095,79,40,12,23,36
10096,51,13,80,8,68
10097,61,35,45,51,3
10098,48,15,9,23,45
10099,48,35,30,27,12
10100,8,65,68,1,12
10101,49,15,3,25,58
10102,79,80,45,33,75
10103,52,16,54,62,6
10104,7,63,38,61,80
10105,26,1,18,59,10
10106,33,52,78,10,32
10107,24,44,28,64,66
10108,76,9,56,11,15
10109,46,24,16,17,41
10110,51,24,40,34,42
10111,1,67,39,2,18
10112,22,38,27,36,41
10113,70,66,5,7,9
10114,2,30,10,49,8
10115,75,40,13,46,51
10116,73,25,44,29,32
10117,55,8,45,56,53
10118,31,57,28,42,62
10119,58,21,41,52,59
10120,19,52,56,3,33
10121,21,41,7,24,31
10122,58,37,67,8,12
10123,60,45,77,12,31
10124,63,55,66,30,4
10125,64,73,41,78,10
10126,14,72,66,76,28
10127,17,74,49,23,29
10128,68,28,47,55,67
10129,55,27,8,3,11
10130,22,38,20,28,46
10131,52,44,64,8,26
10132,32,55,17,45,65
10133,75,4,24,56,12
10134,76,80,39,45,59
10135,3,7,75,20,24
10136,2,6,24,68,3
10137,8,14,78,7,11
10138,28,12,19,70,79
10139,80,21,29,50,51
10140,41,1,36,73,9
10141,19,63,71,80,22
10142,3,26,36,37,51
10143,43,18,35,44,32
10144,16,19,39,44,64
10145,59,40,6,12,43
10146,42,66,80,34,9
10147,2,11,18,9,23
10148,54,44,46,61,68
10149,50,41,10,54,65
10150,33,68,3,43,41
10151,57,19,33,43,72
10152,28,11,27,1,9
10153,52,46,47,56,58
10154,11,58,9,18,48
10155,77,2,32,3,13
10156,57,52,6,40,47
10157,20,11,76,35,44
10158,36,53,34,25,39
10159,65,61,34,37,52
10160,2,5,48,75,15
10161,17,46,9,50,53
10162,80,26,58,69,79
10163,7,51,25,30,42
10164,26,74,25,17,18
10165,57,22,41,21,26
10166,54,46,55,17,30
10167,24,69,2,74,33
10168,16,55,78,27,17
10169,45,12,11,18,22
10170,38,3,41,4,7
10171,13,39,64,17,60
10172,40,20,35,38,3
10173,63,13,62,28,33
10174,42,72,9,11,55
10175,51,73,2,11,44
10176,51,62,28,45,46
10177,72,36,41,10,44
10178,49,13,64,67,18
10179,79,10,31,72,8
10180,60,42,17,11,19
10181,41,50,3,43,65
10182,46,67,68,71,28
10183,62,24,11,42,74
10184,5,25,34,41,56
10185,12,5,13,23,48
10186,19,26,50,58,12
10187,77,64,65,40,21
10188,38,74,56,78,12
10189,26,2,72,74,39
10190,53,38,17,43,45
10191,18,13,15,44,53
10192,26,33,46,24,58
10193,51,13,24,67,25
10194,75,31,69,2,8
10195,26,44,11,29,54
10196,2,12,20,26,62
10197,35,45,78,29,66
10198,38,35,75,10,31
10199,5,53,76,13,29
10200,12,5,15,13,56
10201,36,56,74,4,11
10202,18,27,61,23,43
10203,11,26,20,25,40
10204,18,67,9,12,34
10205,66,12,46,57,58
10206,30,37,7,9,11
10207,22,49,59,5,78
10208,21,55,13,54,20
10209,34,23,33,44,22
10210,11,42,78,7,20
10211,20,64,33,50,17
10212,15,13,44,8,27
10213,23,38,1,29,40
10214,17,19,47,76,2
10215,11,32,53,71,20
10216,3,19,35,65,17
10217,64,28,39,7,11
10218,55,61,19,31,21
10219,32,37,34,64,43
10220,52,45,4,16,41
10221,60,56,36,39,68
10222,6,56,29,64,1
10223,46,8,51,23,67
10224,70,61,37,49,64
10225,25,51,11,18,24
10226,77,33,52,3,17
10227,7,39,11,14,43
10228,25,74,51,31,40
10229,24,39,14,2,7
10230,74,16,50,65,5
10231,35,34,49,58,62
10232,59,53,57,5,16
10233,53,40,36,28,35
10234,20,72,1,42,5
10235,3,54,49,11,7
10236,72,69,24,51,73
10237,48,42,50,72,1
10238,60,10,15,28,30
10239,77,21,5,58,79
10240,42,7,77,12,33
10241,1,3,10,42,41
10242,30,35,80,59,70
10243,7,6,14,16,55
10244,79,33,77,46,78
10245,51,56,61,26,71
10246,50,45,58,31,29
10247,39,44,64,4,17
10248,33,66,42,79,23
10249,79,55,15,20,24
10250,59,54,55,6,34
10251,76,53,7,13,22
10252,14,74,2,32,11
10253,12,55,61,54,74
10254,25,5,6,27,7
10255,37,59,32,17,40
10256,11,25,56,65,63
10257,48,40,71,2,3
10258,57,5,8,55,58
10259,17,18,48,2,16
10260,57,74,38,52,11
10261,49,59,65,25,29
10262,54,56,12,14,3
10263,11,27,13,19,37
10264,42,74,8,67,73
10265,73,10,43,53,25
10266,22,30,80,18,61
10267,3,19,47,10,18
10268,79,64,61,12,16
10269,8,6,21,24,39
10270,78,53,77,3,21
10271,16,28,62,57,60
10272,9,5,38,52,1
10273,6,18,50,61,64
10274,32,63,37,53,79
10275,11,5,15,17,30
10276,61,74,53,1,21
10277,20,21,26,61,63
10278,52,40,51,68,5
10279,42,34,21,28,57
10280,2,43,41,5,26
10281,44,54,66,41,17
10282,5,43,49,75,1
10283,25,48,19,22,34
10284,71,23,65,69,3
10285,43,61,13,20,53
10286,64,73,27,76,1
10287,58,15,31,53,77
10288,34,45,58,3,6
10289,42,12,1,37,59
10290,53,76,36,58,12
10291,12,2,57,78,25
10292,54,20,23,25,46
10293,10,1,45,76,46
10294,69,12,34,48,52
10295,3,47,4,8,9
10296,68,2,8,24,31
10297,20,42,4,29,61
10298,66,36,24,44,52
10299,50,5,70,2,6
10300,35,34,51,56,18
10301,5,17,45,1,74
10302,4,44,26,39,54
10303,39,9,15,53,22
10304,2,26,1,30,55
10305,76,22,75,26,2
10306,14,35,44,48,76
10307,63,14,26,15,52
10308,14,44,66,25,3
10309,16,1,34,38,74
10310,57,56,5,52,58
10311,66,23,77,31,19
10312,60,10,57,58,16
10313,22,47,64,5,1
10314,68,13,15,32,4
10315,30,34,47,71,32
10316,42,56,57,30,40
10317,54,67,63,28,50
10318,53,48,55,37,3
10319,19,52,11,78,80
10320,5,74,49,71,2
10321,26,13,6,1,45
10322,35,2,40,28,11
10323,7,5,42,76,49
10324,24,11,31,8,45
10325,72,31,10,36,80
10326,64,37,17,42,50
10327,21,60,34,51,55
10328,7,29,34,3,20
10329,74,8,33,66,6
10330,70,5,49,17,36
10331,9,18,38,71,75
10332,3,64,73,44,56
10333,1,44,63,69,76
10334,1,45,59,78,15
10335,52,5,8,19,22
10336,26,51,10,50,71
10337,14,17,37,38,33
10338,17,22,51,76,79
10339,53,8,28,9,16
10340,17,28,49,75,3
10341,36,50,68,27,46
10342,17,37,15,21,50
10343,14,36,73,75,30
10344,6,15,8,73,12
10345,47,58,66,26,27
10346,43,49,53,12,11
10347,19,24,32,58,22
10348,46,10,74,20,41
10349,36,38,46,49,3
10350,20,58,3,8,23
10351,63,74,4,50,75
10352,71,9,26,41,3
10353,25,1,5,15,40
10354,2,75,4,73,8
10355,27,4,64,34,51
10356,33,40,41,3,12
10357,17,65,40,71,5
10358,51,1,13,56,22
10359,53,62,15,50,56
10360,43,71,8,29,12
10361,7,61,45,68,70
10362,9,58,18,69,2
10363,32,56,36,2,14
10364,39,50,36,66,68
10365,34,22,59,1,70
10366,62,7,45,5,8
10367,4,10,45,65,18
10368,49,57,78,37,48
10369,12,27,49,34,40
10370,4,20,26,37,45
10371,80,2,26,27,39
10372,72,21,26,32,74
10373,14,27,37,51,9
10374,37,7,49,18,43
10375,32,68,37,52,3
10376,30,17,31,78,23
10377,1,30,77,14,61
10378,63,5,29,53,74
10379,67,1,34,52,8
10380,30,12,41,54,2
10381,28,29,73,6,9
10382,9,39,54,32,16
10383,61,68,69,11,20
10384,5,62,18,59,1
10385,51,20,50,66,12
10386,64,5,75,21,51
10387,5,56,68,74,23
10388,26,8,27,54,24
10389,27,23,48,54,71
10390,9,13,26,29,45
10391,48,65,33,56,66
10392,47,50,8,78,12
10393,35,19,58,1,27
10394,4,66,69,22,76
10395,75,40,63,66,9
10396,50,41,47,63,23
10397,17,79,13,5,35
10398,33,60,80,5,15
10399,2,3,8,14,47
10400,31,14,4,34,48
10401,9,10,6,46,60
10402,51,9,18,32,39
10403,61,28,52,64,66
10404,4,17,41,62,10
10405,38,30,76,6,13
10406,76,1,16,17,4
10407,25,35,52,67,9
10408,74,17,39,54,62
10409,35,16,58,79,48
10410,22,36,75,20,27
10411,3,22,10,14,20
10412,30,40,64,47,14
10413,36,59,61,66,3
10414,63,67,20,64,57
10415,11,22,2,26,34
10416,8,38,17,64,4
10417,8,19,5,51,49
10418,19,3,21,28,29
10419,76,21,52,71,11
10420,17,42,57,75,13
10421,76,5,35,6,9
10422,32,10,37,39,8
10423,31,14,43,7,25
10424,80,24,28,68,3
10425,77,26,70,46,34
10426,11,31,70,14,16
10427,10,65,41,4,19
10428,58,60,3,11,52
10429,32,9,64,79,37
10430,8,13,27,40,56
10431,74,36,2,13,17
10432,73,16,13,61,22
10433,52,2,80,7,20
10434,20,26,40,76,14
10435,11,24,73,19,75
10436,21,54,4,13,18
10437,67,77,9,79,4
10438,68,30,22,24,52
10439,50,6,31,46,25
10440,10,12,47,4,9
10441,71,2,74,16,12
10442,65,17,24,31,25
10443,66,24,40,45,67
10444,37,4,31,41,50
10445,59,79,55,71,76
10446,47,29,63,66,68
10447,66,28,64,20,50
10448,46,77,4,57,25
10449,37,67,29,20,31
10450,6,77,47,61,69
10451,20,56,23,9,14
10452,35,61,31,55,6
10453,2,40,4,80,48
10454,50,53,11,20,25
10455,12,46,56,10,16
10456,5,11,22,26,58
10457,68,70,79,80,1
10458,50,71,6,3,18
10459,3,23,61,76,20
10460,1,60,73,14,15
10461,47,5,17,68,2
10462,4,53,27,46,65
10463,79,52,36,58,4
10464,40,30,5,21,56
10465,3,6,51,7,62
10466,34,30,42,67,12
10467,1,14,26,32,40
10468,30,4,17,27,37
10469,16,54,39,49,6
10470,11,17,22,19,68
10471,4,2,8,29,31
10472,77,11,31,26,12
10473,36,4,39,41,61
10474,53,34,40,17,20
10475,73,19,34,45,52
10476,2,31,35,73,74
10477,11,2,22,31,34
10478,49,40,4,14,21
10479,40,39,29,67,20
10480,29,41,53,56,22
10481,21,37,15,38,44
10482,37,50,78,51,4
10483,19,66,41,5,55
10484,26,58,2,19,25
10485,38,8,14,56,27
10486,68,14,32,79,58
10487,38,55,7,57,76
10488,25,69,21,19,52
10489,43,58,80,2,15
10490,9,14,32,72,79
10491,40,12,36,68,75
10492,27,56,71,80,15
10493,29,70,18,25,27
10494,13,28,42,47,15
10495,47,61,65,72,3
10496,79,32,44,4,11
10497,57,54,7,36,16
10498,66,24,70,8,38
10499,65,12,51,6,9
10500,47,66,5,32,28
10501,32,19,6,13,23
10502,77,36,41,45,79
10503,20,8,22,65,34
10504,38,15,13,11,56
10505,65,34,13,20,45
10506,45,34,4,11,13
10507,3,5,76,17,32
10508,65,3,44,60,57
10509,40,47,39,16,75
10510,72,4,6,8,36
10511,46,26,66,8,13
10512,71,22,52,53,19
10513,68,72,29,46,77
10514,28,73,14,32,58
10515,3,38,64,26,54
10516,4,37,3,11,41
10517,44,79,19,18,25
10518,39,53,59,61,65
10519,26,64,23,6,46
10520,9,70,8,12,44
10521,27,4,49,66,37
10522,50,74,8,49,75
10523,13,20,36,46,57
10524,31,5,1,41,45
10525,27,69,70,77,51
10526,25,41,42,54,55
10527,44,48,59,3,27
10528,4,64,12,46,54
10529,57,14,31,42,50
10530,27,65,37,46,11
10531,20,66,37,68,5
10532,22,64,72,2,5
10533,15,20,26,49,2
10534,62,79,17,41,64
10535,5,78,72,11,44
10536,45,15,60,63,11
10537,8,19,12,47,2
10538,78,55,19,65,2
10539,54,39,50,12,19
10540,10,36,67,52,53
10541,64,51,16,21,65
10542,12,62,58,3,23
10543,79,15,21,29,58
10544,12,22,5,9,15
10545,16,19,53,28,30
10546,21,27,37,8,50
10547,28,71,78,47,59
10548,6,36,19,46,25
10549,75,25,28,1,41
10550,56,32,59,63,74
10551,62,9,30,40,18
10552,80,15,29,41,45
10553,61,48,59,68,20
10554,38,55,29,37,59
10555,48,9,37,54,67
10556,14,12,20,28,62
10557,1,37,54,70,49
10558,7,18,31,77,10
10559,21,24,29,38,68
10560,37,41,56,17,71
10561,39,47,33,12,16
10562,34,14,27,29,12
10563,13,32,62,68,5
10564,10,59,60,78,80
10565,75,71,57,32,13
10566,3,13,35,70,77
10567,45,9,24,34,47
10568,63,75,10,29,17
10569,57,15,35,48,68
10570,75,5,10,25,53
10571,76,17,35,50,58
10572,41,72,2,79,19
10573,25,56,36,6,73
10574,23,16,56,32,33
10575,52,78,4,11,36
10576,79,7,32,36,80
10577,57,25,30,47,38
10578,51,11,69,8,25
10579,74,77,2,43,24
10580,78,62,13,19,63
10581,62,7,78,19,2
10582,15,46,52,66,39
10583,54,25,48,76,7
10584,25,78,20,21,36
10585,59,66,9,27,79
10586,68,39,42,18,8
10587,49,77,52,20,76
10588,15,23,35,38,40
10589,47,70,53,9,31
10590,19,39,76,53,62
10591,7,18,61,1,17
10592,31,55,59,17,20
10593,7,6,13,80,37
10594,75,61,10,26,36
10595,4,35,34,36,64
10596,36,67,8,47,54
10597,73,19,53,11,28
10598,76,53,70,71,10
10599,43,47,4,10,48
10600,73,1,46,52,62
10601,19,23,36,49,66
10602,59,24,20,38,43
10603,31,21,77,62,70
10604,9,56,64,5,15
10605,14,35,43,55,5
10606,3,36,1,8,13
10607,32,76,27,49,29
10608,69,1,22,32,36
10609,6,13,55,50,60
